Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idABSRgen0_uff_E=480.40, -7.8, 0.000, 0.000
6LU7_idABSRgen0_uff_E=480.40, -7.8,19.751,23.801
6LU7_idABSRgen0_uff_E=480.40, -7.7,19.963,23.813
6LU7_idABSRgen0_uff_E=480.40, -7.5,19.773,23.874
6LU7_idABSRgen0_uff_E=480.40, -7.4, 2.993, 6.423
6LU7_idABSRgen0_uff_E=480.40, -7.2,19.749,21.909
6LU7_idABSRgen0_uff_E=480.40, -7.1, 3.612, 8.815
6LU7_idABSRgen0_uff_E=480.40, -7.1, 2.038, 7.205
6LU7_idABSRgen0_uff_E=480.40, -7.1, 5.104,11.493
6LU7_idABSSgen0_uff_E=1514.36, -6.8, 0.000, 0.000
6LU7_idABSSgen0_uff_E=1514.36, -6.8, 2.964, 9.049
6LU7_idABSSgen0_uff_E=1514.36, -6.4,18.763,22.622
6LU7_idABSSgen0_uff_E=1514.36, -6.4, 4.058,10.019
6LU7_idABSSgen0_uff_E=1514.36, -6.4, 3.767,10.434
6LU7_idABSSgen0_uff_E=1514.36, -6.3,21.726,25.062
6LU7_idABSSgen0_uff_E=1514.36, -6.3, 3.628,10.355
6LU7_idABSSgen0_uff_E=1514.36, -6.3, 3.942,10.491
6LU7_idABSSgen0_uff_E=1514.36, -6.3, 3.979,10.463
6LU7_idABSTgen0_uff_E=980.06, -7.6, 0.000, 0.000
6LU7_idABSTgen0_uff_E=980.06, -7.4, 1.928, 4.341
6LU7_idABSTgen0_uff_E=980.06, -7.3, 0.893, 3.094
6LU7_idABSTgen0_uff_E=980.06, -7.2, 2.102, 3.943
6LU7_idABSTgen0_uff_E=980.06, -7.1, 2.735, 6.187
6LU7_idABSTgen0_uff_E=980.06, -7.1, 1.528, 2.117
6LU7_idABSTgen0_uff_E=980.06, -7.0, 2.275, 4.429
6LU7_idABSTgen0_uff_E=980.06, -6.9,21.634,24.860
6LU7_idABSTgen0_uff_E=980.06, -6.7,20.860,24.021
