Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen14_uff_E=102.76, -4.3, 0.000, 0.000
6LU7_idAAAAgen14_uff_E=102.76, -4.2,30.393,31.806
6LU7_idAAAAgen14_uff_E=102.76, -4.2,17.389,18.181
6LU7_idAAAAgen14_uff_E=102.76, -4.1,17.425,17.808
6LU7_idAAAAgen14_uff_E=102.76, -4.1,17.643,18.057
6LU7_idAAAAgen14_uff_E=102.76, -4.1,30.644,31.566
6LU7_idAAAAgen14_uff_E=102.76, -4.0,28.551,29.249
6LU7_idAAAAgen14_uff_E=102.76, -3.9,30.277,31.876
6LU7_idAAAAgen14_uff_E=102.76, -3.8,25.608,26.430
6LU7_idAAAAgen14_uff_E=897.04, -9.7, 0.000, 0.000
6LU7_idAAAAgen14_uff_E=897.04, -8.9, 1.565, 3.408
6LU7_idAAAAgen14_uff_E=897.04, -8.4, 2.565, 4.102
6LU7_idAAAAgen14_uff_E=897.04, -8.4, 2.726, 4.551
6LU7_idAAAAgen14_uff_E=897.04, -8.4, 2.143, 3.437
6LU7_idAAAAgen14_uff_E=897.04, -8.3, 2.706, 4.982
6LU7_idAAAAgen14_uff_E=897.04, -8.3,40.631,46.820
6LU7_idAAAAgen14_uff_E=897.04, -8.2, 4.816, 8.580
6LU7_idAAAAgen14_uff_E=897.04, -8.2, 4.587, 9.174
6LU7_idAAABgen14_uff_E=160.25, -5.1, 0.000, 0.000
6LU7_idAAABgen14_uff_E=160.25, -5.0,47.056,49.932
6LU7_idAAABgen14_uff_E=160.25, -5.0,35.966,37.361
6LU7_idAAABgen14_uff_E=160.25, -4.9,62.609,64.833
6LU7_idAAABgen14_uff_E=160.25, -4.9,62.036,64.453
6LU7_idAAABgen14_uff_E=160.25, -4.9,62.381,64.680
6LU7_idAAABgen14_uff_E=160.25, -4.9,47.185,50.019
6LU7_idAAABgen14_uff_E=160.25, -4.9, 0.750, 2.102
6LU7_idAAABgen14_uff_E=160.25, -4.8,46.080,48.941
6LU7_idAAABgen14_uff_E=47.54, -3.7, 0.000, 0.000
6LU7_idAAABgen14_uff_E=47.54, -3.7, 0.079, 1.978
6LU7_idAAABgen14_uff_E=47.54, -3.7, 0.044, 1.978
6LU7_idAAABgen14_uff_E=47.54, -3.7,18.519,19.149
6LU7_idAAABgen14_uff_E=47.54, -3.7,18.501,19.166
6LU7_idAAABgen14_uff_E=47.54, -3.5,17.491,17.896
6LU7_idAAABgen14_uff_E=47.54, -3.5,17.708,18.185
6LU7_idAAABgen14_uff_E=47.54, -3.5,18.688,20.067
6LU7_idAAABgen14_uff_E=47.54, -3.5,18.647,19.910
6LU7_idAAACgen14_uff_E=13.13, -3.8, 0.000, 0.000
6LU7_idAAACgen14_uff_E=13.13, -3.2,17.049,17.512
6LU7_idAAACgen14_uff_E=13.13, -3.2,25.728,26.045
6LU7_idAAACgen14_uff_E=13.13, -3.1,29.620,30.174
6LU7_idAAACgen14_uff_E=13.13, -3.0,17.075,17.396
6LU7_idAAACgen14_uff_E=13.13, -3.0,31.637,33.205
6LU7_idAAACgen14_uff_E=13.13, -3.0, 9.391,10.613
6LU7_idAAACgen14_uff_E=13.13, -3.0,21.667,23.460
6LU7_idAAACgen14_uff_E=13.13, -2.9,29.712,31.196
6LU7_idAAACgen14_uff_E=182.16, -6.4, 0.000, 0.000
6LU7_idAAACgen14_uff_E=182.16, -6.4, 8.367,11.239
6LU7_idAAACgen14_uff_E=182.16, -6.1, 8.299,11.584
6LU7_idAAACgen14_uff_E=182.16, -6.0, 1.864, 3.323
6LU7_idAAACgen14_uff_E=182.16, -5.9,19.809,23.145
6LU7_idAAACgen14_uff_E=182.16, -5.8, 2.082, 3.100
6LU7_idAAACgen14_uff_E=182.16, -5.8, 5.235, 8.082
6LU7_idAAACgen14_uff_E=182.16, -5.8,22.301,25.315
6LU7_idAAACgen14_uff_E=182.16, -5.8, 1.570, 2.057
6LU7_idAAADgen14_uff_E=-1.85, -3.3, 0.000, 0.000
6LU7_idAAADgen14_uff_E=-1.85, -3.3,49.585,51.071
6LU7_idAAADgen14_uff_E=-1.85, -3.2,24.081,24.920
6LU7_idAAADgen14_uff_E=-1.85, -3.2,16.912,18.132
6LU7_idAAADgen14_uff_E=-1.85, -3.1, 4.088, 5.122
6LU7_idAAADgen14_uff_E=-1.85, -3.1,45.090,46.588
6LU7_idAAADgen14_uff_E=-1.85, -3.1,32.529,33.155
6LU7_idAAADgen14_uff_E=-1.85, -3.0,33.838,34.315
6LU7_idAAADgen14_uff_E=-1.85, -3.0,25.253,26.049
6LU7_idAAADgen14_uff_E=349.22, -6.0, 0.000, 0.000
6LU7_idAAADgen14_uff_E=349.22, -5.8,15.816,17.843
6LU7_idAAADgen14_uff_E=349.22, -5.7,24.434,28.858
6LU7_idAAADgen14_uff_E=349.22, -5.6, 2.713, 8.535
6LU7_idAAADgen14_uff_E=349.22, -5.5,15.938,18.348
6LU7_idAAADgen14_uff_E=349.22, -5.5, 2.369, 8.146
6LU7_idAAADgen14_uff_E=349.22, -5.4, 5.519, 9.950
6LU7_idAAADgen14_uff_E=349.22, -5.4, 2.660, 8.399
6LU7_idAAADgen14_uff_E=349.22, -5.3,37.908,41.975
6LU7_idAAAEgen14_uff_E=45.38, -4.5, 0.000, 0.000
6LU7_idAAAEgen14_uff_E=45.38, -4.4,30.034,31.105
6LU7_idAAAEgen14_uff_E=45.38, -4.4,30.214,31.121
6LU7_idAAAEgen14_uff_E=45.38, -4.3,30.110,31.144
6LU7_idAAAEgen14_uff_E=45.38, -4.3,17.552,17.804
6LU7_idAAAEgen14_uff_E=45.38, -4.2,17.528,17.974
6LU7_idAAAEgen14_uff_E=45.38, -4.2, 2.025, 2.669
6LU7_idAAAEgen14_uff_E=45.38, -4.2, 1.548, 2.557
6LU7_idAAAEgen14_uff_E=45.38, -4.1, 2.588, 3.974
6LU7_idAAAEgen14_uff_E=709.26, -9.1, 0.000, 0.000
6LU7_idAAAEgen14_uff_E=709.26, -8.8,24.481,29.086
6LU7_idAAAEgen14_uff_E=709.26, -8.3,21.861,25.901
6LU7_idAAAEgen14_uff_E=709.26, -8.3,23.616,27.851
6LU7_idAAAEgen14_uff_E=709.26, -8.2,23.842,28.275
6LU7_idAAAEgen14_uff_E=709.26, -8.2,31.733,33.525
6LU7_idAAAEgen14_uff_E=709.26, -8.1,32.253,33.672
6LU7_idAAAEgen14_uff_E=709.26, -8.1, 1.368, 2.497
6LU7_idAAAEgen14_uff_E=709.26, -8.0,27.992,31.732
6LU7_idAAAFgen14_uff_E=175.84, -4.4, 0.000, 0.000
6LU7_idAAAFgen14_uff_E=175.84, -4.2, 1.425, 2.075
6LU7_idAAAFgen14_uff_E=175.84, -4.1,30.773,31.876
6LU7_idAAAFgen14_uff_E=175.84, -4.1,30.081,31.236
6LU7_idAAAFgen14_uff_E=175.84, -4.1,30.919,32.082
6LU7_idAAAFgen14_uff_E=175.84, -4.1,31.509,32.629
6LU7_idAAAFgen14_uff_E=175.84, -4.0,54.525,55.943
6LU7_idAAAFgen14_uff_E=175.84, -4.0,18.945,20.404
6LU7_idAAAFgen14_uff_E=175.84, -3.9,18.749,20.020
6LU7_idAAAFgen14_uff_E=76.24, -3.3, 0.000, 0.000
6LU7_idAAAFgen14_uff_E=76.24, -3.3,57.328,57.408
6LU7_idAAAFgen14_uff_E=76.24, -3.2,36.818,36.822
6LU7_idAAAFgen14_uff_E=76.24, -3.1,36.436,36.436
6LU7_idAAAFgen14_uff_E=76.24, -3.1,14.673,14.943
6LU7_idAAAFgen14_uff_E=76.24, -3.0,56.161,56.347
6LU7_idAAAFgen14_uff_E=76.24, -3.0,56.438,56.619
6LU7_idAAAFgen14_uff_E=76.24, -2.9,39.255,39.255
6LU7_idAAAFgen14_uff_E=76.24, -2.9,15.073,15.303
6LU7_idAAAGgen14_uff_E=74.99, -3.8, 0.000, 0.000
6LU7_idAAAGgen14_uff_E=74.99, -3.7, 1.915, 2.774
6LU7_idAAAGgen14_uff_E=74.99, -3.6,31.292,32.512
6LU7_idAAAGgen14_uff_E=74.99, -3.5, 1.263, 3.471
6LU7_idAAAGgen14_uff_E=74.99, -3.5, 2.096, 3.084
6LU7_idAAAGgen14_uff_E=74.99, -3.5, 2.048, 4.063
6LU7_idAAAGgen14_uff_E=74.99, -3.5,32.461,33.906
6LU7_idAAAGgen14_uff_E=74.99, -3.3,31.847,33.544
6LU7_idAAAGgen14_uff_E=74.99, -3.3,19.651,21.299
6LU7_idAAAGgen14_uff_E=793.32,-10.1, 0.000, 0.000
6LU7_idAAAGgen14_uff_E=793.32,-10.1, 1.172, 2.187
6LU7_idAAAGgen14_uff_E=793.32, -9.7,15.914,19.842
6LU7_idAAAGgen14_uff_E=793.32, -9.3, 4.835, 7.627
6LU7_idAAAGgen14_uff_E=793.32, -9.2,38.261,41.182
6LU7_idAAAGgen14_uff_E=793.32, -9.2, 3.187, 7.435
6LU7_idAAAGgen14_uff_E=793.32, -9.1,19.124,22.203
6LU7_idAAAGgen14_uff_E=793.32, -9.1, 3.460, 8.431
6LU7_idAAAGgen14_uff_E=793.32, -9.1, 4.515, 9.786
6LU7_idAAAHgen14_uff_E=53.92, -4.1, 0.000, 0.000
6LU7_idAAAHgen14_uff_E=53.92, -4.0,19.325,20.171
6LU7_idAAAHgen14_uff_E=53.92, -3.9, 2.684, 3.155
6LU7_idAAAHgen14_uff_E=53.92, -3.8, 2.106, 3.456
6LU7_idAAAHgen14_uff_E=53.92, -3.8,31.494,32.290
6LU7_idAAAHgen14_uff_E=53.92, -3.8,18.981,20.083
6LU7_idAAAHgen14_uff_E=53.92, -3.7,31.044,31.796
6LU7_idAAAHgen14_uff_E=53.92, -3.7,53.480,54.448
6LU7_idAAAHgen14_uff_E=53.92, -3.7,56.312,57.506
6LU7_idAAAHgen14_uff_E=73.14, -4.6, 0.000, 0.000
6LU7_idAAAHgen14_uff_E=73.14, -4.5,10.481,11.486
6LU7_idAAAHgen14_uff_E=73.14, -4.2,25.387,25.867
6LU7_idAAAHgen14_uff_E=73.14, -4.2, 2.173, 2.699
6LU7_idAAAHgen14_uff_E=73.14, -4.2,24.832,25.469
6LU7_idAAAHgen14_uff_E=73.14, -4.1,24.896,25.692
6LU7_idAAAHgen14_uff_E=73.14, -4.1,14.013,14.954
6LU7_idAAAHgen14_uff_E=73.14, -4.0,18.197,18.721
6LU7_idAAAHgen14_uff_E=73.14, -4.0,11.784,12.550
6LU7_idAAAIgen14_uff_E=183.45, -7.4, 0.000, 0.000
6LU7_idAAAIgen14_uff_E=183.45, -7.3, 3.794, 6.235
6LU7_idAAAIgen14_uff_E=183.45, -7.0, 2.208, 3.817
6LU7_idAAAIgen14_uff_E=183.45, -7.0,21.338,24.254
6LU7_idAAAIgen14_uff_E=183.45, -7.0, 3.301, 6.140
6LU7_idAAAIgen14_uff_E=183.45, -6.9, 1.474, 2.873
6LU7_idAAAIgen14_uff_E=183.45, -6.8,26.536,28.945
6LU7_idAAAIgen14_uff_E=183.45, -6.6,28.564,31.176
6LU7_idAAAIgen14_uff_E=183.45, -6.5, 1.680, 2.249
6LU7_idAAAIgen14_uff_E=90.52, -4.0, 0.000, 0.000
6LU7_idAAAIgen14_uff_E=90.52, -3.7, 2.191, 3.672
6LU7_idAAAIgen14_uff_E=90.52, -3.6, 1.301, 2.458
6LU7_idAAAIgen14_uff_E=90.52, -3.5,30.139,31.460
6LU7_idAAAIgen14_uff_E=90.52, -3.4,10.855,11.965
6LU7_idAAAIgen14_uff_E=90.52, -3.3,31.349,32.659
6LU7_idAAAIgen14_uff_E=90.52, -3.3,33.267,34.471
6LU7_idAAAIgen14_uff_E=90.52, -3.3,10.966,12.560
6LU7_idAAAIgen14_uff_E=90.52, -3.3,31.564,32.882
6LU7_idAAAJgen14_uff_E=2589.08, -9.4, 0.000, 0.000
6LU7_idAAAJgen14_uff_E=2589.08, -9.1,40.163,44.193
6LU7_idAAAJgen14_uff_E=2589.08, -8.9,35.340,38.132
6LU7_idAAAJgen14_uff_E=2589.08, -8.7,38.453,42.821
6LU7_idAAAJgen14_uff_E=2589.08, -8.4,35.896,40.262
6LU7_idAAAJgen14_uff_E=2589.08, -8.4, 1.597, 3.298
6LU7_idAAAJgen14_uff_E=2589.08, -8.3, 4.561, 9.280
6LU7_idAAAJgen14_uff_E=2589.08, -8.1,30.284,33.923
6LU7_idAAAJgen14_uff_E=2589.08, -8.0,36.514,38.779
6LU7_idAAAJgen14_uff_E=48.35, -3.3, 0.000, 0.000
6LU7_idAAAJgen14_uff_E=48.35, -3.3, 0.140, 2.351
6LU7_idAAAJgen14_uff_E=48.35, -3.2,18.410,18.780
6LU7_idAAAJgen14_uff_E=48.35, -3.1,18.406,18.722
6LU7_idAAAJgen14_uff_E=48.35, -3.0,30.090,30.986
6LU7_idAAAJgen14_uff_E=48.35, -2.9,31.327,32.204
6LU7_idAAAJgen14_uff_E=48.35, -2.9,48.067,48.629
6LU7_idAAAJgen14_uff_E=48.35, -2.8,10.135,10.900
6LU7_idAAAJgen14_uff_E=48.35, -2.8,10.142,11.055
6LU7_idAAAKgen14_uff_E=1006.04,-10.5, 0.000, 0.000
6LU7_idAAAKgen14_uff_E=1006.04, -9.7,38.408,41.101
6LU7_idAAAKgen14_uff_E=1006.04, -9.3,36.610,39.338
6LU7_idAAAKgen14_uff_E=1006.04, -9.3,36.781,39.490
6LU7_idAAAKgen14_uff_E=1006.04, -9.1,40.814,43.601
6LU7_idAAAKgen14_uff_E=1006.04, -9.0, 3.571, 5.553
6LU7_idAAAKgen14_uff_E=1006.04, -8.8,33.677,36.316
6LU7_idAAAKgen14_uff_E=1006.04, -8.7,28.199,30.728
6LU7_idAAAKgen14_uff_E=1006.04, -8.6, 3.559, 8.365
6LU7_idAAAKgen14_uff_E=51.75, -4.6, 0.000, 0.000
6LU7_idAAAKgen14_uff_E=51.75, -4.5,30.878,32.481
6LU7_idAAAKgen14_uff_E=51.75, -4.4,29.132,30.340
6LU7_idAAAKgen14_uff_E=51.75, -4.4,30.707,32.383
6LU7_idAAAKgen14_uff_E=51.75, -4.4,25.069,26.375
6LU7_idAAAKgen14_uff_E=51.75, -4.4, 3.089, 4.021
6LU7_idAAAKgen14_uff_E=51.75, -4.2,27.361,28.760
6LU7_idAAAKgen14_uff_E=51.75, -4.2,31.687,33.188
6LU7_idAAAKgen14_uff_E=51.75, -4.2, 1.695, 2.295
6LU7_idAAALgen14_uff_E=10378.35, -4.9, 0.000, 0.000
6LU7_idAAALgen14_uff_E=10378.35, -4.8,21.470,24.345
6LU7_idAAALgen14_uff_E=10378.35, -4.7,13.314,18.645
6LU7_idAAALgen14_uff_E=10378.35, -4.5,21.310,21.909
6LU7_idAAALgen14_uff_E=10378.35, -4.4,15.535,20.583
6LU7_idAAALgen14_uff_E=10378.35, -4.3,20.446,25.361
6LU7_idAAALgen14_uff_E=10378.35, -4.3,18.808,19.085
6LU7_idAAALgen14_uff_E=10378.35, -4.2,24.107,26.696
6LU7_idAAALgen14_uff_E=10378.35, -4.2,22.878,26.231
6LU7_idAAALgen14_uff_E=48.35, -3.3, 0.000, 0.000
6LU7_idAAALgen14_uff_E=48.35, -3.2,18.438,18.741
6LU7_idAAALgen14_uff_E=48.35, -3.1,18.478,18.849
6LU7_idAAALgen14_uff_E=48.35, -3.0,30.092,30.992
6LU7_idAAALgen14_uff_E=48.35, -3.0,11.751,12.897
6LU7_idAAALgen14_uff_E=48.35, -2.9,29.821,30.660
6LU7_idAAALgen14_uff_E=48.35, -2.8,48.113,48.666
6LU7_idAAALgen14_uff_E=48.35, -2.8,55.891,56.621
6LU7_idAAALgen14_uff_E=48.35, -2.7,55.840,56.615
6LU7_idAAAMgen14_uff_E=592.37, -9.2, 0.000, 0.000
6LU7_idAAAMgen14_uff_E=592.37, -9.1, 3.078,13.567
6LU7_idAAAMgen14_uff_E=592.37, -8.9, 3.484, 6.177
6LU7_idAAAMgen14_uff_E=592.37, -8.9,16.770,17.764
6LU7_idAAAMgen14_uff_E=592.37, -8.8,31.340,37.520
6LU7_idAAAMgen14_uff_E=592.37, -8.7, 1.161, 2.190
6LU7_idAAAMgen14_uff_E=592.37, -8.5,17.222,18.319
6LU7_idAAAMgen14_uff_E=592.37, -8.4, 9.668,14.221
6LU7_idAAAMgen14_uff_E=592.37, -8.4, 9.103,12.649
6LU7_idAAAMgen14_uff_E=96.01, -5.6, 0.000, 0.000
6LU7_idAAAMgen14_uff_E=96.01, -5.4,32.223,33.429
6LU7_idAAAMgen14_uff_E=96.01, -5.4, 1.160, 2.140
6LU7_idAAAMgen14_uff_E=96.01, -5.1,21.355,23.099
6LU7_idAAAMgen14_uff_E=96.01, -5.1,20.831,22.564
6LU7_idAAAMgen14_uff_E=96.01, -5.1,20.052,21.393
6LU7_idAAAMgen14_uff_E=96.01, -5.1,26.270,26.934
6LU7_idAAAMgen14_uff_E=96.01, -5.0,23.337,24.716
6LU7_idAAAMgen14_uff_E=96.01, -5.0, 9.015, 9.964
6LU7_idAAANgen14_uff_E=1909.02,-12.5, 0.000, 0.000
6LU7_idAAANgen14_uff_E=1909.02,-11.9, 2.572,22.592
6LU7_idAAANgen14_uff_E=1909.02,-11.2,25.010,35.715
6LU7_idAAANgen14_uff_E=1909.02,-11.0, 2.557,24.747
6LU7_idAAANgen14_uff_E=1909.02,-10.3,15.316,30.385
6LU7_idAAANgen14_uff_E=1909.02,-10.2, 3.394, 5.842
6LU7_idAAANgen14_uff_E=1909.02,-10.2, 4.746, 8.113
6LU7_idAAANgen14_uff_E=1909.02,-10.1, 2.105,21.818
6LU7_idAAANgen14_uff_E=1909.02,-10.1,26.609,37.312
6LU7_idAAANgen14_uff_E=8.07, -3.2, 0.000, 0.000
6LU7_idAAANgen14_uff_E=8.07, -3.2,18.119,18.766
6LU7_idAAANgen14_uff_E=8.07, -3.2,18.378,19.492
6LU7_idAAANgen14_uff_E=8.07, -3.1,16.521,17.116
6LU7_idAAANgen14_uff_E=8.07, -3.1, 2.517, 3.452
6LU7_idAAANgen14_uff_E=8.07, -3.0,40.345,41.674
6LU7_idAAANgen14_uff_E=8.07, -3.0,41.549,42.930
6LU7_idAAANgen14_uff_E=8.07, -3.0,18.720,19.698
6LU7_idAAANgen14_uff_E=8.07, -2.9,17.619,18.199
6LU7_idAAAOgen14_uff_E=440.87, -5.8, 0.000, 0.000
6LU7_idAAAOgen14_uff_E=440.87, -5.7, 2.066, 5.999
6LU7_idAAAOgen14_uff_E=440.87, -5.7, 2.322, 6.961
6LU7_idAAAOgen14_uff_E=440.87, -5.6, 2.260, 6.405
6LU7_idAAAOgen14_uff_E=440.87, -5.6,23.004,24.837
6LU7_idAAAOgen14_uff_E=440.87, -5.4,31.840,33.535
6LU7_idAAAOgen14_uff_E=440.87, -5.4, 2.234, 6.838
6LU7_idAAAOgen14_uff_E=440.87, -5.3,36.639,37.473
6LU7_idAAAOgen14_uff_E=440.87, -5.3,17.876,19.456
6LU7_idAAAOgen14_uff_E=488.47, -9.1, 0.000, 0.000
6LU7_idAAAOgen14_uff_E=488.47, -8.9, 1.517, 2.353
6LU7_idAAAOgen14_uff_E=488.47, -8.9,38.075,40.586
6LU7_idAAAOgen14_uff_E=488.47, -8.6,38.104,40.419
6LU7_idAAAOgen14_uff_E=488.47, -8.6, 1.664, 2.896
6LU7_idAAAOgen14_uff_E=488.47, -8.6,21.000,24.106
6LU7_idAAAOgen14_uff_E=488.47, -8.5, 2.159, 2.754
6LU7_idAAAOgen14_uff_E=488.47, -8.5,21.072,23.543
6LU7_idAAAOgen14_uff_E=488.47, -8.2,19.990,21.976
6LU7_idAAAPgen14_uff_E=370.43, -5.9, 0.000, 0.000
6LU7_idAAAPgen14_uff_E=370.43, -5.7, 5.442, 6.837
6LU7_idAAAPgen14_uff_E=370.43, -5.6,21.949,23.329
6LU7_idAAAPgen14_uff_E=370.43, -5.4,21.294,22.616
6LU7_idAAAPgen14_uff_E=370.43, -5.3, 2.472, 4.763
6LU7_idAAAPgen14_uff_E=370.43, -5.2,23.072,24.468
6LU7_idAAAPgen14_uff_E=370.43, -5.2,21.818,23.210
6LU7_idAAAPgen14_uff_E=370.43, -5.2,26.247,27.695
6LU7_idAAAPgen14_uff_E=370.43, -5.1, 4.408, 6.925
6LU7_idAAAPgen14_uff_E=48.79, -4.3, 0.000, 0.000
6LU7_idAAAPgen14_uff_E=48.79, -4.3,18.413,19.185
6LU7_idAAAPgen14_uff_E=48.79, -4.1, 4.280, 4.922
6LU7_idAAAPgen14_uff_E=48.79, -4.1, 4.328, 5.065
6LU7_idAAAPgen14_uff_E=48.79, -4.1,30.364,32.609
6LU7_idAAAPgen14_uff_E=48.79, -4.1,23.193,25.771
6LU7_idAAAPgen14_uff_E=48.79, -4.0,18.831,19.539
6LU7_idAAAPgen14_uff_E=48.79, -4.0,30.478,32.394
6LU7_idAAAPgen14_uff_E=48.79, -3.9, 1.536, 2.138
6LU7_idAAAQgen14_uff_E=247.78, -4.5, 0.000, 0.000
6LU7_idAAAQgen14_uff_E=247.78, -4.2,23.802,24.047
6LU7_idAAAQgen14_uff_E=247.78, -4.2,29.763,31.100
6LU7_idAAAQgen14_uff_E=247.78, -4.1,30.422,31.257
6LU7_idAAAQgen14_uff_E=247.78, -4.1, 2.196, 3.344
6LU7_idAAAQgen14_uff_E=247.78, -4.1,28.329,29.049
6LU7_idAAAQgen14_uff_E=247.78, -4.0,24.283,25.547
6LU7_idAAAQgen14_uff_E=247.78, -4.0, 1.834, 2.033
6LU7_idAAAQgen14_uff_E=247.78, -4.0,23.903,24.257
6LU7_idAAAQgen14_uff_E=281.83, -5.4, 0.000, 0.000
6LU7_idAAAQgen14_uff_E=281.83, -5.3,36.525,38.555
6LU7_idAAAQgen14_uff_E=281.83, -5.2,16.281,18.476
6LU7_idAAAQgen14_uff_E=281.83, -5.1,22.009,23.665
6LU7_idAAAQgen14_uff_E=281.83, -5.1,16.807,19.267
6LU7_idAAAQgen14_uff_E=281.83, -5.0,20.731,21.872
6LU7_idAAAQgen14_uff_E=281.83, -5.0, 2.499, 3.211
6LU7_idAAAQgen14_uff_E=281.83, -4.9, 2.210, 2.950
6LU7_idAAAQgen14_uff_E=281.83, -4.8,35.850,37.967
6LU7_idAAARgen14_uff_E=113.93, -4.2, 0.000, 0.000
6LU7_idAAARgen14_uff_E=113.93, -4.1,21.374,23.321
6LU7_idAAARgen14_uff_E=113.93, -4.1, 9.743,11.889
6LU7_idAAARgen14_uff_E=113.93, -4.1,30.965,32.901
6LU7_idAAARgen14_uff_E=113.93, -4.0,27.571,29.350
6LU7_idAAARgen14_uff_E=113.93, -4.0, 2.001, 3.337
6LU7_idAAARgen14_uff_E=113.93, -4.0,18.861,19.196
6LU7_idAAARgen14_uff_E=113.93, -3.9,22.432,24.488
6LU7_idAAARgen14_uff_E=113.93, -3.9,14.841,18.158
6LU7_idAAARgen14_uff_E=3765.51, -3.8, 0.000, 0.000
6LU7_idAAARgen14_uff_E=3765.51, -3.7,30.313,40.926
6LU7_idAAARgen14_uff_E=3765.51, -3.6,30.535,32.153
6LU7_idAAARgen14_uff_E=3765.51, -3.6,31.634,35.920
6LU7_idAAARgen14_uff_E=3765.51, -3.6,31.352,35.274
6LU7_idAAARgen14_uff_E=3765.51, -3.5, 1.433, 2.389
6LU7_idAAARgen14_uff_E=3765.51, -3.5,19.181,34.389
6LU7_idAAARgen14_uff_E=3765.51, -3.4,31.933,36.084
6LU7_idAAARgen14_uff_E=3765.51, -3.4,29.342,30.705
6LU7_idAAASgen14_uff_E=4240.82, -7.3, 0.000, 0.000
6LU7_idAAASgen14_uff_E=4240.82, -7.2, 0.417,27.313
6LU7_idAAASgen14_uff_E=4240.82, -7.2,20.316,44.089
6LU7_idAAASgen14_uff_E=4240.82, -7.2, 0.691,25.049
6LU7_idAAASgen14_uff_E=4240.82, -7.1, 0.164, 2.847
6LU7_idAAASgen14_uff_E=4240.82, -7.1,12.760,14.154
6LU7_idAAASgen14_uff_E=4240.82, -7.1, 0.938, 7.096
6LU7_idAAASgen14_uff_E=4240.82, -7.1,20.392,35.769
6LU7_idAAASgen14_uff_E=4240.82, -7.0, 0.810,38.872
6LU7_idAAASgen14_uff_E=54.53, -4.5, 0.000, 0.000
6LU7_idAAASgen14_uff_E=54.53, -4.4,17.841,18.487
6LU7_idAAASgen14_uff_E=54.53, -4.3, 1.461, 2.174
6LU7_idAAASgen14_uff_E=54.53, -4.0,22.082,23.109
6LU7_idAAASgen14_uff_E=54.53, -4.0,13.017,13.826
6LU7_idAAASgen14_uff_E=54.53, -3.9,18.309,19.057
6LU7_idAAASgen14_uff_E=54.53, -3.9,45.754,47.002
6LU7_idAAASgen14_uff_E=54.53, -3.9,14.909,16.020
6LU7_idAAASgen14_uff_E=54.53, -3.8,17.856,18.277
6LU7_idAAATgen14_uff_E=1818.94, -7.3, 0.000, 0.000
6LU7_idAAATgen14_uff_E=1818.94, -6.6,22.715,25.413
6LU7_idAAATgen14_uff_E=1818.94, -6.6,22.699,25.477
6LU7_idAAATgen14_uff_E=1818.94, -6.6,32.016,35.736
6LU7_idAAATgen14_uff_E=1818.94, -6.6, 2.357, 3.245
6LU7_idAAATgen14_uff_E=1818.94, -6.4,21.755,24.315
6LU7_idAAATgen14_uff_E=1818.94, -6.4,22.709,25.286
6LU7_idAAATgen14_uff_E=1818.94, -6.2,17.307,19.457
6LU7_idAAATgen14_uff_E=1818.94, -6.2,25.222,27.787
6LU7_idAAATgen14_uff_E=684.03,-10.3, 0.000, 0.000
6LU7_idAAATgen14_uff_E=684.03,-10.0, 1.961, 2.476
6LU7_idAAATgen14_uff_E=684.03, -9.8, 1.305, 2.324
6LU7_idAAATgen14_uff_E=684.03, -9.5, 9.282,12.521
6LU7_idAAATgen14_uff_E=684.03, -9.5, 5.489, 7.695
6LU7_idAAATgen14_uff_E=684.03, -9.5,18.118,21.824
6LU7_idAAATgen14_uff_E=684.03, -9.5, 3.011, 4.615
6LU7_idAAATgen14_uff_E=684.03, -9.3, 4.296, 8.838
6LU7_idAAATgen14_uff_E=684.03, -9.3, 2.257, 3.597
6LU7_idAAAUgen14_uff_E=94.17, -4.4, 0.000, 0.000
6LU7_idAAAUgen14_uff_E=94.17, -4.0, 0.722, 2.732
6LU7_idAAAUgen14_uff_E=94.17, -3.9,24.178,24.365
6LU7_idAAAUgen14_uff_E=94.17, -3.8,17.092,17.498
6LU7_idAAAUgen14_uff_E=94.17, -3.8,24.245,24.364
6LU7_idAAAUgen14_uff_E=94.17, -3.7,18.078,18.556
6LU7_idAAAUgen14_uff_E=94.17, -3.6,18.377,18.752
6LU7_idAAAUgen14_uff_E=94.17, -3.6,44.046,44.788
6LU7_idAAAUgen14_uff_E=94.17, -3.6,24.800,24.924
6LU7_idAAAVgen14_uff_E=17.54, -3.5, 0.000, 0.000
6LU7_idAAAVgen14_uff_E=17.54, -3.4,18.062,19.154
6LU7_idAAAVgen14_uff_E=17.54, -3.4, 1.115, 1.505
6LU7_idAAAVgen14_uff_E=17.54, -3.3, 1.871, 3.577
6LU7_idAAAVgen14_uff_E=17.54, -3.3,40.636,41.742
6LU7_idAAAVgen14_uff_E=17.54, -3.2, 2.053, 3.631
6LU7_idAAAVgen14_uff_E=17.54, -3.2,17.892,18.381
6LU7_idAAAVgen14_uff_E=17.54, -3.1, 2.014, 2.719
6LU7_idAAAVgen14_uff_E=17.54, -3.1,17.983,18.636
6LU7_idAAAVgen14_uff_E=539.82, -9.0, 0.000, 0.000
6LU7_idAAAVgen14_uff_E=539.82, -8.9, 0.814, 2.744
6LU7_idAAAVgen14_uff_E=539.82, -8.5, 5.291, 7.305
6LU7_idAAAVgen14_uff_E=539.82, -8.2,20.946,23.934
