Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAASZgen5_uff_E=487.65, -5.4, 9.017,10.662
6LU7_idAASZgen5_uff_E=487.65, -5.4,23.829,26.252
6LU7_idAATWgen4_uff_E=612.93, -8.2, 0.000, 0.000
6LU7_idAATWgen4_uff_E=612.93, -7.2, 1.153, 2.223
6LU7_idAATWgen4_uff_E=612.93, -6.7,23.851,25.798
6LU7_idAATWgen4_uff_E=612.93, -6.5, 3.491, 4.685
6LU7_idAATWgen4_uff_E=612.93, -6.4,20.333,21.869
6LU7_idAATWgen4_uff_E=612.93, -6.4,19.795,21.993
6LU7_idAATWgen4_uff_E=612.93, -6.4,24.070,26.403
6LU7_idAATWgen4_uff_E=612.93, -6.2, 3.438, 6.777
6LU7_idAATWgen4_uff_E=612.93, -6.2, 5.379, 7.725
6LU7_idAAUAgen3_uff_E=812.56, -9.2, 0.000, 0.000
6LU7_idAAUAgen3_uff_E=812.56, -9.1,18.757,23.390
6LU7_idAAUAgen3_uff_E=812.56, -9.0, 2.135, 3.327
6LU7_idAAUAgen3_uff_E=812.56, -8.7, 2.360, 3.315
6LU7_idAAUAgen3_uff_E=812.56, -8.6, 2.873, 6.672
6LU7_idAAUAgen3_uff_E=812.56, -8.5,20.929,26.800
6LU7_idAAUAgen3_uff_E=812.56, -8.4,18.507,22.190
6LU7_idAAUAgen3_uff_E=812.56, -8.4,19.700,24.115
6LU7_idAAUAgen3_uff_E=812.56, -8.4,20.886,24.664
6LU7_idAAUCgen1_uff_E=1410.99, -8.2, 0.000, 0.000
6LU7_idAAUCgen1_uff_E=1410.99, -8.0, 2.859, 4.959
6LU7_idAAUCgen1_uff_E=1410.99, -8.0, 1.937, 4.509
6LU7_idAAUCgen1_uff_E=1410.99, -7.5, 2.696, 3.267
6LU7_idAAUCgen1_uff_E=1410.99, -7.4,38.977,41.259
6LU7_idAAUCgen1_uff_E=1410.99, -7.4, 6.397,10.785
6LU7_idAAUCgen1_uff_E=1410.99, -7.4, 6.817,11.274
6LU7_idAAUCgen1_uff_E=1410.99, -7.3, 3.206, 5.308
6LU7_idAAUCgen1_uff_E=1410.99, -7.2,19.395,22.955
6LU7_idAAUJgen4_uff_E=405.87, -7.7, 0.000, 0.000
6LU7_idAAUJgen4_uff_E=405.87, -7.4, 3.263, 7.175
6LU7_idAAUJgen4_uff_E=405.87, -7.3, 3.108, 4.704
6LU7_idAAUJgen4_uff_E=405.87, -7.3, 2.207, 3.453
6LU7_idAAUJgen4_uff_E=405.87, -7.3, 3.150, 6.663
6LU7_idAAUJgen4_uff_E=405.87, -7.2, 6.620, 9.317
6LU7_idAAUJgen4_uff_E=405.87, -7.2, 6.448,12.747
6LU7_idAAUJgen4_uff_E=405.87, -7.1,17.722,22.302
6LU7_idAAUJgen4_uff_E=405.87, -7.0,34.388,41.496
6LU7_idAAUMgen4_uff_E=254.24, -8.2, 0.000, 0.000
6LU7_idAAUMgen4_uff_E=254.24, -8.1, 2.217, 9.320
6LU7_idAAUMgen4_uff_E=254.24, -8.0, 1.265, 3.447
6LU7_idAAUMgen4_uff_E=254.24, -7.8,18.741,22.665
6LU7_idAAUMgen4_uff_E=254.24, -7.7,19.828,23.501
6LU7_idAAUMgen4_uff_E=254.24, -7.5,20.026,23.696
6LU7_idAAUMgen4_uff_E=254.24, -7.4, 2.414, 5.760
6LU7_idAAUMgen4_uff_E=254.24, -7.3,20.598,23.963
6LU7_idAAUMgen4_uff_E=254.24, -7.2,29.483,32.403
6LU7_idAAUNgen5_uff_E=64.23, -6.1, 0.000, 0.000
6LU7_idAAUNgen5_uff_E=64.23, -5.8, 2.257, 3.643
6LU7_idAAUNgen5_uff_E=64.23, -5.7, 1.977, 4.158
6LU7_idAAUNgen5_uff_E=64.23, -5.6,24.284,26.596
6LU7_idAAUNgen5_uff_E=64.23, -5.5,23.743,26.979
6LU7_idAAUNgen5_uff_E=64.23, -5.4,22.973,26.109
6LU7_idAAUNgen5_uff_E=64.23, -5.2, 1.911, 3.917
6LU7_idAAUNgen5_uff_E=64.23, -5.2,23.157,25.622
6LU7_idAAUNgen5_uff_E=64.23, -5.1,26.129,28.249
6LU7_idAAUVgen4_uff_E=520.82, -8.3, 0.000, 0.000
6LU7_idAAUVgen4_uff_E=520.82, -7.9,36.567,40.077
6LU7_idAAUVgen4_uff_E=520.82, -7.5,34.821,36.704
6LU7_idAAUVgen4_uff_E=520.82, -7.4,30.290,32.367
6LU7_idAAUVgen4_uff_E=520.82, -7.4,34.570,37.574
6LU7_idAAUVgen4_uff_E=520.82, -7.1,27.112,28.683
6LU7_idAAUVgen4_uff_E=520.82, -7.1,53.205,54.864
6LU7_idAAUVgen4_uff_E=520.82, -7.0,25.366,29.248
6LU7_idAAUVgen4_uff_E=520.82, -6.9,29.026,31.286
6LU7_idAAUYgen3_uff_E=276.30, -7.6, 0.000, 0.000
6LU7_idAAUYgen3_uff_E=276.30, -7.2, 4.920,10.416
6LU7_idAAUYgen3_uff_E=276.30, -7.1,38.311,41.777
6LU7_idAAUYgen3_uff_E=276.30, -6.9, 2.531, 3.150
6LU7_idAAUYgen3_uff_E=276.30, -6.9, 6.402, 8.875
6LU7_idAAUYgen3_uff_E=276.30, -6.8, 4.305, 6.176
6LU7_idAAUYgen3_uff_E=276.30, -6.6, 2.962, 9.025
6LU7_idAAUYgen3_uff_E=276.30, -6.6,23.512,27.592
6LU7_idAAUYgen3_uff_E=276.30, -6.6,17.968,22.530
6LU7_idAAVAgen0_uff_E=872.20, -8.1, 0.000, 0.000
6LU7_idAAVAgen0_uff_E=872.20, -7.9, 1.108, 1.610
6LU7_idAAVAgen0_uff_E=872.20, -7.8, 2.320, 5.175
6LU7_idAAVAgen0_uff_E=872.20, -7.8,20.839,23.231
6LU7_idAAVAgen0_uff_E=872.20, -7.5, 2.666, 6.623
6LU7_idAAVAgen0_uff_E=872.20, -7.3,19.293,22.002
6LU7_idAAVAgen0_uff_E=872.20, -7.3,21.023,22.938
6LU7_idAAVAgen0_uff_E=872.20, -7.1,19.223,21.679
6LU7_idAAVAgen0_uff_E=872.20, -7.0,19.856,23.199
6LU7_idAAVFgen3_uff_E=476.58, -8.7, 0.000, 0.000
6LU7_idAAVFgen3_uff_E=476.58, -8.5, 7.750,14.648
6LU7_idAAVFgen3_uff_E=476.58, -8.3,24.536,28.645
6LU7_idAAVFgen3_uff_E=476.58, -8.2,24.377,28.557
6LU7_idAAVFgen3_uff_E=476.58, -8.1,24.953,29.911
6LU7_idAAVFgen3_uff_E=476.58, -8.1,24.451,28.643
6LU7_idAAVFgen3_uff_E=476.58, -8.0,25.299,28.927
6LU7_idAAVFgen3_uff_E=476.58, -8.0,23.693,28.810
6LU7_idAAVFgen3_uff_E=476.58, -8.0,18.658,23.114
6LU7_idAAVJgen0_uff_E=714.56, -7.3, 0.000, 0.000
6LU7_idAAVJgen0_uff_E=714.56, -7.0,29.800,34.506
6LU7_idAAVJgen0_uff_E=714.56, -7.0, 1.564, 2.230
6LU7_idAAVJgen0_uff_E=714.56, -6.9,21.661,24.206
6LU7_idAAVJgen0_uff_E=714.56, -6.9, 3.134, 7.474
6LU7_idAAVJgen0_uff_E=714.56, -6.8, 1.977, 2.985
6LU7_idAAVJgen0_uff_E=714.56, -6.8,30.251,34.794
6LU7_idAAVJgen0_uff_E=714.56, -6.7, 1.715, 4.552
6LU7_idAAVJgen0_uff_E=714.56, -6.6,20.200,23.474
6LU7_idAAVMgen3_uff_E=1400.76, -9.2, 0.000, 0.000
6LU7_idAAVMgen3_uff_E=1400.76, -8.7, 2.849, 6.047
6LU7_idAAVMgen3_uff_E=1400.76, -8.4,22.849,25.642
6LU7_idAAVMgen3_uff_E=1400.76, -8.3, 2.576, 3.569
6LU7_idAAVMgen3_uff_E=1400.76, -8.3,18.584,23.523
6LU7_idAAVMgen3_uff_E=1400.76, -8.2, 4.158, 9.512
6LU7_idAAVMgen3_uff_E=1400.76, -8.0,19.169,23.823
6LU7_idAAVMgen3_uff_E=1400.76, -7.8,19.293,24.895
6LU7_idAAVMgen3_uff_E=1400.76, -7.7,18.832,23.641
6LU7_idAAVNgen4_uff_E=527.58, -8.2, 0.000, 0.000
6LU7_idAAVNgen4_uff_E=527.58, -7.7,21.335,24.420
6LU7_idAAVNgen4_uff_E=527.58, -7.5, 5.826, 8.276
6LU7_idAAVNgen4_uff_E=527.58, -7.5,26.542,27.883
6LU7_idAAVNgen4_uff_E=527.58, -7.5,25.211,27.544
6LU7_idAAVNgen4_uff_E=527.58, -7.4,20.888,23.264
6LU7_idAAVNgen4_uff_E=527.58, -7.2, 5.069, 8.733
6LU7_idAAVNgen4_uff_E=527.58, -7.1,21.585,24.804
6LU7_idAAVNgen4_uff_E=527.58, -7.1,25.445,28.765
6LU7_idAAVVgen5_uff_E=378.96, -8.5, 0.000, 0.000
6LU7_idAAVVgen5_uff_E=378.96, -8.5,23.630,26.445
6LU7_idAAVVgen5_uff_E=378.96, -7.9, 2.774, 5.316
6LU7_idAAVVgen5_uff_E=378.96, -7.9, 2.609, 7.810
6LU7_idAAVVgen5_uff_E=378.96, -7.9, 1.598, 7.220
6LU7_idAAVVgen5_uff_E=378.96, -7.8, 2.091, 4.535
6LU7_idAAVVgen5_uff_E=378.96, -7.7, 3.959, 9.233
6LU7_idAAVVgen5_uff_E=378.96, -7.6,21.104,23.600
6LU7_idAAVVgen5_uff_E=378.96, -7.5,36.595,40.977
6LU7_idAAVWgen4_uff_E=855.94, -8.6, 0.000, 0.000
6LU7_idAAVWgen4_uff_E=855.94, -7.8, 2.725, 4.313
6LU7_idAAVWgen4_uff_E=855.94, -7.5,17.990,20.590
6LU7_idAAVWgen4_uff_E=855.94, -7.5,29.588,32.931
6LU7_idAAVWgen4_uff_E=855.94, -7.5, 1.467, 3.511
6LU7_idAAVWgen4_uff_E=855.94, -7.4, 5.982, 9.726
6LU7_idAAVWgen4_uff_E=855.94, -7.3, 2.020, 2.971
6LU7_idAAVWgen4_uff_E=855.94, -7.3,13.243,17.389
6LU7_idAAVWgen4_uff_E=855.94, -7.3, 5.940,10.914
6LU7_idAAVXgen0_uff_E=1724.59, -8.6, 0.000, 0.000
6LU7_idAAVXgen0_uff_E=1724.59, -8.5, 3.161, 7.926
6LU7_idAAVXgen0_uff_E=1724.59, -8.5, 3.127, 7.315
6LU7_idAAVXgen0_uff_E=1724.59, -8.5, 3.215, 7.534
6LU7_idAAVXgen0_uff_E=1724.59, -8.0, 2.012, 6.063
6LU7_idAAVXgen0_uff_E=1724.59, -8.0, 3.262, 8.100
6LU7_idAAVXgen0_uff_E=1724.59, -7.8,20.429,23.756
6LU7_idAAVXgen0_uff_E=1724.59, -7.8, 2.982, 7.454
6LU7_idAAVXgen0_uff_E=1724.59, -7.6, 3.644, 9.693
6LU7_idAAWBgen4_uff_E=338.15, -8.7, 0.000, 0.000
6LU7_idAAWBgen4_uff_E=338.15, -8.2, 3.154, 6.045
6LU7_idAAWBgen4_uff_E=338.15, -8.0, 1.982, 2.869
6LU7_idAAWBgen4_uff_E=338.15, -7.9, 1.642, 2.267
6LU7_idAAWBgen4_uff_E=338.15, -7.9,28.843,33.780
6LU7_idAAWBgen4_uff_E=338.15, -7.8,19.253,21.206
6LU7_idAAWBgen4_uff_E=338.15, -7.7, 7.508,11.657
6LU7_idAAWBgen4_uff_E=338.15, -7.5, 6.842,11.030
6LU7_idAAWBgen4_uff_E=338.15, -7.4,19.412,22.125
6LU7_idAAWCgen4_uff_E=921.27, -9.2, 0.000, 0.000
6LU7_idAAWCgen4_uff_E=921.27, -8.0,24.181,26.323
6LU7_idAAWCgen4_uff_E=921.27, -7.9,31.305,33.679
6LU7_idAAWCgen4_uff_E=921.27, -7.8,21.703,23.691
6LU7_idAAWCgen4_uff_E=921.27, -7.8,14.143,16.319
6LU7_idAAWCgen4_uff_E=921.27, -7.6,31.453,34.275
6LU7_idAAWCgen4_uff_E=921.27, -7.4, 3.165, 5.418
6LU7_idAAWCgen4_uff_E=921.27, -7.3, 3.392, 6.352
6LU7_idAAWCgen4_uff_E=921.27, -7.3,22.448,24.559
6LU7_idAAWEgen4_uff_E=557.42, -8.4, 0.000, 0.000
6LU7_idAAWEgen4_uff_E=557.42, -7.8, 1.659, 6.793
6LU7_idAAWEgen4_uff_E=557.42, -7.7, 5.704, 7.864
6LU7_idAAWEgen4_uff_E=557.42, -7.4,20.500,22.839
6LU7_idAAWEgen4_uff_E=557.42, -7.3,21.421,24.523
6LU7_idAAWEgen4_uff_E=557.42, -7.2,22.170,25.083
6LU7_idAAWEgen4_uff_E=557.42, -7.2,24.900,27.226
6LU7_idAAWEgen4_uff_E=557.42, -7.2,22.522,25.621
6LU7_idAAWEgen4_uff_E=557.42, -6.8, 3.627, 7.170
6LU7_idAAWFgen4_uff_E=527.51, -8.9, 0.000, 0.000
6LU7_idAAWFgen4_uff_E=527.51, -8.5, 0.629, 2.442
6LU7_idAAWFgen4_uff_E=527.51, -8.0, 1.621, 4.454
6LU7_idAAWFgen4_uff_E=527.51, -7.9, 1.810, 5.500
6LU7_idAAWFgen4_uff_E=527.51, -7.5, 1.705, 5.020
6LU7_idAAWFgen4_uff_E=527.51, -7.1, 6.549, 8.204
6LU7_idAAWFgen4_uff_E=527.51, -6.9, 6.601, 8.451
6LU7_idAAWFgen4_uff_E=527.51, -6.8,20.789,22.712
6LU7_idAAWFgen4_uff_E=527.51, -6.7,23.650,25.805
6LU7_idAAWNgen3_uff_E=598.79, -9.3, 0.000, 0.000
6LU7_idAAWNgen3_uff_E=598.79, -8.3,19.626,23.845
6LU7_idAAWNgen3_uff_E=598.79, -8.2,19.725,23.611
6LU7_idAAWNgen3_uff_E=598.79, -8.2,22.152,26.367
6LU7_idAAWNgen3_uff_E=598.79, -8.2,21.548,25.549
6LU7_idAAWNgen3_uff_E=598.79, -8.2,21.802,25.393
6LU7_idAAWNgen3_uff_E=598.79, -8.0, 2.486, 7.268
6LU7_idAAWNgen3_uff_E=598.79, -7.9,21.817,25.448
6LU7_idAAWNgen3_uff_E=598.79, -7.9,20.823,24.559
6LU7_idAAWOgen5_uff_E=191.07, -5.9, 0.000, 0.000
6LU7_idAAWOgen5_uff_E=191.07, -5.6, 0.754, 3.402
6LU7_idAAWOgen5_uff_E=191.07, -5.5, 2.645, 4.818
6LU7_idAAWOgen5_uff_E=191.07, -5.4, 1.008, 3.427
6LU7_idAAWOgen5_uff_E=191.07, -5.4,30.891,33.057
6LU7_idAAWOgen5_uff_E=191.07, -5.2, 1.034, 3.097
6LU7_idAAWOgen5_uff_E=191.07, -5.1,31.078,32.845
6LU7_idAAWOgen5_uff_E=191.07, -5.1, 3.211, 4.638
6LU7_idAAWOgen5_uff_E=191.07, -5.0,25.411,27.361
6LU7_idAAWRgen0_uff_E=376.46, -6.9, 0.000, 0.000
6LU7_idAAWRgen0_uff_E=376.46, -6.7, 3.921, 6.381
6LU7_idAAWRgen0_uff_E=376.46, -6.6, 2.764, 5.632
6LU7_idAAWRgen0_uff_E=376.46, -6.2,21.644,25.692
6LU7_idAAWRgen0_uff_E=376.46, -6.2,22.627,26.364
6LU7_idAAWRgen0_uff_E=376.46, -6.2,20.933,24.438
6LU7_idAAWRgen0_uff_E=376.46, -6.0, 2.545, 3.375
6LU7_idAAWRgen0_uff_E=376.46, -6.0, 3.044, 5.516
6LU7_idAAWRgen0_uff_E=376.46, -5.9,22.323,25.981
6LU7_idAAWSgen3_uff_E=903.58, -8.0, 0.000, 0.000
6LU7_idAAWSgen3_uff_E=903.58, -6.9,18.866,21.760
6LU7_idAAWSgen3_uff_E=903.58, -6.8, 1.520, 2.171
6LU7_idAAWSgen3_uff_E=903.58, -6.7,18.987,22.092
6LU7_idAAWSgen3_uff_E=903.58, -6.6,29.292,33.964
6LU7_idAAWSgen3_uff_E=903.58, -6.6, 2.758, 4.458
6LU7_idAAWSgen3_uff_E=903.58, -6.4,18.958,22.338
6LU7_idAAWSgen3_uff_E=903.58, -6.3,29.421,35.419
6LU7_idAAWSgen3_uff_E=903.58, -6.3, 2.527, 2.908
6LU7_idAAWUgen4_uff_E=759.76, -8.6, 0.000, 0.000
6LU7_idAAWUgen4_uff_E=759.76, -8.6,18.828,22.485
6LU7_idAAWUgen4_uff_E=759.76, -7.6, 9.893,13.979
6LU7_idAAWUgen4_uff_E=759.76, -7.2, 4.255, 7.376
6LU7_idAAWUgen4_uff_E=759.76, -7.2, 4.859, 8.767
6LU7_idAAWUgen4_uff_E=759.76, -7.0, 4.138, 9.237
6LU7_idAAWUgen4_uff_E=759.76, -6.9,14.813,16.899
6LU7_idAAWUgen4_uff_E=759.76, -6.7,13.660,15.997
6LU7_idAAWUgen4_uff_E=759.76, -6.7, 5.482, 8.665
6LU7_idAAWVgen4_uff_E=633.15, -8.4, 0.000, 0.000
6LU7_idAAWVgen4_uff_E=633.15, -8.1, 1.997, 6.809
6LU7_idAAWVgen4_uff_E=633.15, -7.7,22.543,25.547
6LU7_idAAWVgen4_uff_E=633.15, -7.7, 6.469, 8.389
6LU7_idAAWVgen4_uff_E=633.15, -7.7, 1.072, 1.914
6LU7_idAAWVgen4_uff_E=633.15, -7.6,21.465,24.237
6LU7_idAAWVgen4_uff_E=633.15, -7.5,25.308,26.568
6LU7_idAAWVgen4_uff_E=633.15, -7.2, 5.280, 8.524
6LU7_idAAWVgen4_uff_E=633.15, -7.1,22.880,25.312
6LU7_idAAXDgen4_uff_E=1045.92, -8.6, 0.000, 0.000
6LU7_idAAXDgen4_uff_E=1045.92, -8.5,16.931,19.974
6LU7_idAAXDgen4_uff_E=1045.92, -8.5,16.696,19.271
6LU7_idAAXDgen4_uff_E=1045.92, -8.4,15.459,17.202
6LU7_idAAXDgen4_uff_E=1045.92, -8.4,25.675,29.447
6LU7_idAAXDgen4_uff_E=1045.92, -8.2,18.468,24.743
6LU7_idAAXDgen4_uff_E=1045.92, -8.2, 1.834, 2.656
6LU7_idAAXDgen4_uff_E=1045.92, -8.1, 2.722, 9.788
6LU7_idAAXDgen4_uff_E=1045.92, -8.0,22.912,25.726
6LU7_idAAXEgen4_uff_E=848.16, -9.4, 0.000, 0.000
6LU7_idAAXEgen4_uff_E=848.16, -9.2, 1.923, 2.987
6LU7_idAAXEgen4_uff_E=848.16, -9.1, 1.762, 2.571
6LU7_idAAXEgen4_uff_E=848.16, -9.1,16.704,21.495
6LU7_idAAXEgen4_uff_E=848.16, -8.6, 2.521,14.520
6LU7_idAAXEgen4_uff_E=848.16, -8.5,16.133,21.461
6LU7_idAAXEgen4_uff_E=848.16, -8.3,16.920,19.418
6LU7_idAAXEgen4_uff_E=848.16, -8.2,16.473,18.469
6LU7_idAAXEgen4_uff_E=848.16, -8.2,31.723,36.121
6LU7_idAAXMgen4_uff_E=704.95, -8.5, 0.000, 0.000
6LU7_idAAXMgen4_uff_E=704.95, -7.9, 3.269, 8.339
6LU7_idAAXMgen4_uff_E=704.95, -7.7, 7.375,11.366
6LU7_idAAXMgen4_uff_E=704.95, -7.7,21.417,24.281
6LU7_idAAXMgen4_uff_E=704.95, -7.5, 8.006,11.919
6LU7_idAAXMgen4_uff_E=704.95, -7.5,25.945,29.846
6LU7_idAAXMgen4_uff_E=704.95, -7.5,22.261,25.426
6LU7_idAAXMgen4_uff_E=704.95, -7.4,19.607,21.967
6LU7_idAAXMgen4_uff_E=704.95, -7.2,22.270,25.939
6LU7_idAAXNgen4_uff_E=576.48, -8.1, 0.000, 0.000
6LU7_idAAXNgen4_uff_E=576.48, -7.7, 1.234, 2.038
6LU7_idAAXNgen4_uff_E=576.48, -7.5, 5.165, 7.236
6LU7_idAAXNgen4_uff_E=576.48, -7.4,24.768,26.550
6LU7_idAAXNgen4_uff_E=576.48, -7.1,20.981,22.680
6LU7_idAAXNgen4_uff_E=576.48, -7.0,20.284,21.956
6LU7_idAAXNgen4_uff_E=576.48, -7.0,22.310,24.497
6LU7_idAAXNgen4_uff_E=576.48, -7.0,23.873,25.568
6LU7_idAAXNgen4_uff_E=576.48, -7.0,22.467,24.725
6LU7_idAAXOgen4_uff_E=528.21, -8.3, 0.000, 0.000
6LU7_idAAXOgen4_uff_E=528.21, -7.9,21.064,23.685
6LU7_idAAXOgen4_uff_E=528.21, -7.9, 2.107, 7.450
6LU7_idAAXOgen4_uff_E=528.21, -7.5,25.360,26.589
6LU7_idAAXOgen4_uff_E=528.21, -7.4,25.229,27.695
6LU7_idAAXOgen4_uff_E=528.21, -7.2,21.610,25.007
6LU7_idAAXOgen4_uff_E=528.21, -7.2, 1.289, 2.056
6LU7_idAAXOgen4_uff_E=528.21, -7.0,23.569,26.473
6LU7_idAAXOgen4_uff_E=528.21, -6.8,25.305,28.897
6LU7_idAAXQgen4_uff_E=505.03, -8.1, 0.000, 0.000
6LU7_idAAXQgen4_uff_E=505.03, -7.8, 1.030, 1.935
6LU7_idAAXQgen4_uff_E=505.03, -7.7, 3.347, 6.401
6LU7_idAAXQgen4_uff_E=505.03, -7.7, 3.226, 6.021
6LU7_idAAXQgen4_uff_E=505.03, -7.6, 2.955, 5.710
6LU7_idAAXQgen4_uff_E=505.03, -7.5, 1.354, 1.845
6LU7_idAAXQgen4_uff_E=505.03, -7.4,38.297,41.093
6LU7_idAAXQgen4_uff_E=505.03, -7.2,19.162,22.940
6LU7_idAAXQgen4_uff_E=505.03, -7.1, 4.577, 7.239
6LU7_idAAXRgen5_uff_E=457.76, -7.2, 0.000, 0.000
6LU7_idAAXRgen5_uff_E=457.76, -7.2,23.898,26.767
6LU7_idAAXRgen5_uff_E=457.76, -7.0,20.911,25.150
6LU7_idAAXRgen5_uff_E=457.76, -6.7,19.083,22.071
6LU7_idAAXRgen5_uff_E=457.76, -6.6, 1.697, 5.772
6LU7_idAAXRgen5_uff_E=457.76, -6.6,15.533,19.267
6LU7_idAAXRgen5_uff_E=457.76, -6.5, 2.119, 3.476
6LU7_idAAXRgen5_uff_E=457.76, -6.5, 1.743, 5.903
6LU7_idAAXRgen5_uff_E=457.76, -6.4,14.393,17.973
6LU7_idAAXUgen5_uff_E=604.46,-10.1, 0.000, 0.000
6LU7_idAAXUgen5_uff_E=604.46, -8.6, 2.679, 5.223
6LU7_idAAXUgen5_uff_E=604.46, -8.2,22.646,24.507
6LU7_idAAXUgen5_uff_E=604.46, -7.9,21.504,23.238
6LU7_idAAXUgen5_uff_E=604.46, -7.8,21.356,23.585
6LU7_idAAXUgen5_uff_E=604.46, -7.7,26.444,28.651
6LU7_idAAXUgen5_uff_E=604.46, -7.6,24.057,26.667
6LU7_idAAXUgen5_uff_E=604.46, -7.4,20.087,22.447
6LU7_idAAXUgen5_uff_E=604.46, -7.4,22.659,25.065
6LU7_idAAXWgen4_uff_E=557.38, -8.4, 0.000, 0.000
6LU7_idAAXWgen4_uff_E=557.38, -7.8, 3.333, 7.223
6LU7_idAAXWgen4_uff_E=557.38, -7.2, 6.903, 8.810
6LU7_idAAXWgen4_uff_E=557.38, -7.1,25.630,27.707
6LU7_idAAXWgen4_uff_E=557.38, -6.9,25.847,28.842
6LU7_idAAXWgen4_uff_E=557.38, -6.6,30.232,31.993
6LU7_idAAXWgen4_uff_E=557.38, -6.6, 8.564, 9.900
6LU7_idAAXWgen4_uff_E=557.38, -6.5, 7.468,10.525
6LU7_idAAXWgen4_uff_E=557.38, -6.4, 6.094, 9.099
6LU7_idAAYGgen4_uff_E=887.67, -8.4, 0.000, 0.000
6LU7_idAAYGgen4_uff_E=887.67, -8.1,20.919,23.128
6LU7_idAAYGgen4_uff_E=887.67, -8.0,18.650,21.701
6LU7_idAAYGgen4_uff_E=887.67, -8.0,20.876,23.087
6LU7_idAAYGgen4_uff_E=887.67, -7.6, 1.800, 2.790
6LU7_idAAYGgen4_uff_E=887.67, -7.4, 4.168, 7.809
6LU7_idAAYGgen4_uff_E=887.67, -7.3,19.607,22.865
6LU7_idAAYGgen4_uff_E=887.67, -7.2, 2.852, 6.656
6LU7_idAAYGgen4_uff_E=887.67, -7.1,11.369,15.191
6LU7_idAAYHgen3_uff_E=943.61, -8.2, 0.000, 0.000
6LU7_idAAYHgen3_uff_E=943.61, -8.0,19.834,24.316
6LU7_idAAYHgen3_uff_E=943.61, -8.0, 4.479, 8.774
6LU7_idAAYHgen3_uff_E=943.61, -7.8,30.424,33.264
6LU7_idAAYHgen3_uff_E=943.61, -7.8,21.030,23.880
6LU7_idAAYHgen3_uff_E=943.61, -7.7, 2.915, 9.094
6LU7_idAAYHgen3_uff_E=943.61, -7.7,22.970,25.204
6LU7_idAAYHgen3_uff_E=943.61, -7.6, 4.818, 8.803
6LU7_idAAYHgen3_uff_E=943.61, -7.5,22.132,26.337
6LU7_idAAYIgen4_uff_E=540.71, -8.2, 0.000, 0.000
6LU7_idAAYIgen4_uff_E=540.71, -8.1,36.234,39.198
6LU7_idAAYIgen4_uff_E=540.71, -8.0, 2.117, 2.734
6LU7_idAAYIgen4_uff_E=540.71, -7.9,22.913,25.709
6LU7_idAAYIgen4_uff_E=540.71, -7.8,35.657,39.088
6LU7_idAAYIgen4_uff_E=540.71, -7.7, 3.831, 6.322
6LU7_idAAYIgen4_uff_E=540.71, -7.7, 4.991, 9.305
6LU7_idAAYIgen4_uff_E=540.71, -7.6, 3.403, 5.739
6LU7_idAAYIgen4_uff_E=540.71, -7.6,34.882,38.240
6LU7_idAAYVgen4_uff_E=280.19, -7.7, 0.000, 0.000
6LU7_idAAYVgen4_uff_E=280.19, -7.6,18.001,20.731
6LU7_idAAYVgen4_uff_E=280.19, -7.5,18.152,21.381
6LU7_idAAYVgen4_uff_E=280.19, -7.5,18.605,21.877
6LU7_idAAYVgen4_uff_E=280.19, -7.5,18.005,19.726
6LU7_idAAYVgen4_uff_E=280.19, -7.5,19.028,23.094
6LU7_idAAYVgen4_uff_E=280.19, -7.4,17.926,19.522
6LU7_idAAYVgen4_uff_E=280.19, -7.3,20.377,23.370
6LU7_idAAYVgen4_uff_E=280.19, -7.2, 2.255, 4.142
6LU7_idAAYYgen4_uff_E=753.65, -9.9, 0.000, 0.000
6LU7_idAAYYgen4_uff_E=753.65, -9.8,17.410,19.649
6LU7_idAAYYgen4_uff_E=753.65, -9.6, 6.854,11.866
6LU7_idAAYYgen4_uff_E=753.65, -9.4, 1.683, 2.026
6LU7_idAAYYgen4_uff_E=753.65, -9.3, 6.914,11.645
6LU7_idAAYYgen4_uff_E=753.65, -9.2, 1.489, 2.115
6LU7_idAAYYgen4_uff_E=753.65, -9.2, 1.923, 2.924
6LU7_idAAYYgen4_uff_E=753.65, -9.1,17.568,19.950
6LU7_idAAYYgen4_uff_E=753.65, -9.0, 2.237, 6.056
6LU7_idAAZCgen5_uff_E=163.84, -5.2, 0.000, 0.000
6LU7_idAAZCgen5_uff_E=163.84, -5.1,32.456,34.728
6LU7_idAAZCgen5_uff_E=163.84, -5.0, 2.012, 3.472
6LU7_idAAZCgen5_uff_E=163.84, -5.0,32.303,34.542
6LU7_idAAZCgen5_uff_E=163.84, -4.9,19.998,21.644
6LU7_idAAZCgen5_uff_E=163.84, -4.7,31.816,34.040
6LU7_idAAZCgen5_uff_E=163.84, -4.7,32.448,34.473
6LU7_idAAZCgen5_uff_E=163.84, -4.6,33.325,35.383
6LU7_idAAZCgen5_uff_E=163.84, -4.6,15.523,17.522
6LU7_idAAZDgen4_uff_E=606.03, -8.5, 0.000, 0.000
6LU7_idAAZDgen4_uff_E=606.03, -8.4, 0.631, 1.479
6LU7_idAAZDgen4_uff_E=606.03, -8.1, 1.925, 6.984
6LU7_idAAZDgen4_uff_E=606.03, -7.8, 2.731, 6.815
6LU7_idAAZDgen4_uff_E=606.03, -7.8,21.607,24.663
6LU7_idAAZDgen4_uff_E=606.03, -7.3,22.503,25.581
